disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:D011471	Prostatic Neoplasms	DO:DOID:10283|OMIM:176807|OMIM:607592	MESH:D005834|MESH:D011469	C04.588.945.440.770|C12.294.260.750|C12.294.565.625|C12.758.409.750	Cancer of Prostate|Cancer of the Prostate|Cancer, Prostate|Cancer, Prostatic|Cancers, Prostate|Cancers, Prostatic|HPCQTL19|Neoplasm, Prostate|Neoplasm, Prostatic|Neoplasms, Prostate|Neoplasms, Prostatic|Prostate Cancer|PROSTATE CANCER AGGRESSIVENESS QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 19|Prostate Cancers|Prostate Neoplasm|Prostate Neoplasms|Prostatic Cancer|Prostatic Cancers|Prostatic Neoplasm	Cancer|Urogenital disease (male)
MESH:D009357	Neonatal Abstinence Syndrome	DO:DOID:9828	MESH:D007232|MESH:D019966	C16.614.610|C25.775.650|F03.900.650	Abstinence Syndrome, Neonatal|Abstinence Syndromes, Neonatal|Addiction, Neonatal Passive|Addictions, Neonatal Passive|Neonatal Abstinence Syndromes|Neonatal Passive Addiction|Neonatal Passive Addictions|Neonatal Substance Withdrawal|Neonatal Substance Withdrawals|Neonatal Withdrawal Syndrome|Neonatal Withdrawal Syndromes|Passive Addiction, Neonatal|Passive Addictions, Neonatal|Substance Withdrawal, Neonatal|Substance Withdrawals, Neonatal|Syndrome, Neonatal Abstinence|Syndrome, Neonatal Withdrawal|Syndromes, Neonatal Abstinence|Syndromes, Neonatal Withdrawal|Withdrawal, Neonatal Substance|Withdrawal Syndrome, Neonatal|Withdrawal Syndromes, Neonatal	Infant-newborn disease|Mental disorder|Substance-related disorder|Chemically-Induced Disorders
OMIM:614867	PEROXISOME BIOGENESIS DISORDER 5B		MESH:D018901	C16.320.565.663/614867|C18.452.648.663/614867	PBD5B	Genetic disease (inborn)|Metabolic disease
OMIM:615235	CARDIOMYOPATHY, DILATED, 1JJ	DO:DOID:0110438	MESH:D002311	C14.280.195.160/615235|C14.280.238.070/615235	CMD1JJ	Cardiovascular disease
MESH:C535282	Raine syndrome	OMIM:259775	MESH:D000015|MESH:D002972|MESH:D005094|MESH:D008831|MESH:D010026	C05.116.099.708.702/C535282|C05.500.460.185/C535282|C05.660.207.540.460.185/C535282|C05.660.207.620/C535282|C07.320.440.185/C535282|C07.465.525.185/C535282|C07.650.500.460.185/C535282|C07.650.525.185/C535282|C10.500.507.400.500/C535282|C11.675.349/C535282|C16.131.077/C535282|C16.131.621.207.540.460.185/C535282|C16.131.621.207.620/C535282|C16.131.666.507.400.500/C535282|C16.131.850.500.460.185/C535282|C16.131.850.525.185/C535282	Lethal osteosclerotic bone dysplasia|Osteosclerotic Bone Dysplasia, Lethal|RNS	Congenital abnormality|Eye disease|Mouth disease|Musculoskeletal disease|Nervous system disease
MESH:D004421	Dystonia	DO:DOID:543|OMIM:612067|OMIM:614860|OMIM:615034|OMIM:615073|OMIM:616411	MESH:D020820	C10.597.350.300|C23.888.592.350.300	Diurnal Dystonia|DYSTONIA 16|DYSTONIA 23|DYSTONIA 24|DYSTONIA 25|DYSTONIA 27|Dystonia, Diurnal|Dystonia, Limb|Dystonia, Muscle|Dystonia, Paroxysmal|DYT16|DYT23|DYT24|DYT25|DYT27|Limb Dystonia|Muscle Dystonia|Paroxysmal Dystonia	Nervous system disease|Signs and symptoms
OMIM:611377	BRACHYDACTYLY, TYPE B2	DO:DOID:0110975	MESH:D059327	C05.660.585.262/611377|C16.131.621.585.262/611377	BDB2	Congenital abnormality|Musculoskeletal disease
MESH:C564368	Epidermolysis Bullosa Simplex Superficialis		MESH:D016110	C16.131.831.493.180/C564368|C16.320.850.275.180/C564368|C17.800.804.493.180/C564368|C17.800.827.275.180/C564368|C17.800.865.410.180/C564368		Congenital abnormality|Genetic disease (inborn)|Skin disease
MESH:D009503	Neutropenia	DO:DOID:1227	MESH:D000380	C15.378.553.546.184.564	Neutropenias	Blood disease
MESH:C535934	Cholestasis, progressive familial intrahepatic 2	OMIM:601847	MESH:D002780	C06.130.120.135.250/C535934|C06.552.150/C535934	Benign recurrent intrahepatic cholestasis 2 (BRIC2)|Cholestasis, benign recurrent intrahepatic 2|Cholestasis, Benign Recurrent Intrahepatic, 2|CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 2|PFIC2|Progressive familial intrahepatic cholestasis 2	Digestive system disease
MESH:D014811	Vitamin E Deficiency		MESH:D001361	C18.654.521.500.133.841	Deficiencies, Vitamin E|Deficiency, Vitamin E|Vitamin E Deficiencies	Nutrition disorder
OMIM:615972	NANOPHTHALMOS 4	DO:DOID:10629	MESH:D008850	C11.250.566/615972|C16.131.384.666/615972	NANOPHTHALMIA 4|NNO4	Congenital abnormality|Eye disease
OMIM:612852	OSTEOMYELITIS, STERILE MULTIFOCAL, WITH PERIOSTITIS AND PUSTULOSIS		MESH:D010019|MESH:D010522|MESH:D012871	C01.539.160.495/612852|C01.539.160.595/612852|C05.116.165.495/612852|C05.116.165.595/612852|C17.800/612852	DIRA|INTERLEUKIN 1 RECEPTOR ANTAGONIST DEFICIENCY|OMPP	Bacterial infection or mycosis|Musculoskeletal disease|Skin disease
MESH:D010485	Periapical Periodontitis	DO:DOID:823	MESH:D010483|MESH:D010518	C07.320.830.700|C07.465.714.306.700|C07.465.714.533.487	Acute Nonsuppurative Periodontitides|Acute Nonsuppurative Periodontitis|Apical Periodontitides|Apical Periodontitis|Nonsuppurative Periodontitides, Acute|Nonsuppurative Periodontitis, Acute|Periapical Periodontitides|Periodontitides, Acute Nonsuppurative|Periodontitides, Apical|Periodontitides, Periapical|Periodontitis, Acute Nonsuppurative|Periodontitis, Apical|Periodontitis, Periapical	Mouth disease
MESH:D014115	Toxemia		MESH:D007239	C01.539.861	Toxemias	Bacterial infection or mycosis
MESH:D010610	Pharyngeal Neoplasms	DO:DOID:0050741|DO:DOID:0060119	MESH:D010039|MESH:D010608	C04.588.443.665.710|C07.550.745|C09.647.710|C09.775.549	Cancer of Pharynx|Cancer of the Pharynx|Cancer, Pharnyx|Cancer, Pharyngeal|Cancers, Pharnyx|Cancers, Pharyngeal|Neoplasm, Pharyngeal|Neoplasm, Pharynx|Neoplasms, Pharyngeal|Neoplasms, Pharynx|Pharnyx Cancer|Pharnyx Cancers|Pharyngeal Cancer|Pharyngeal Cancers|Pharyngeal Neoplasm|Pharynx Cancer|Pharynx Cancers|Pharynx Neoplasm|Pharynx Neoplasms	Cancer|Ear-nose-throat disease|Mouth disease
OMIM:615008	NEPHROTIC SYNDROME, TYPE 7	DO:DOID:1184	MESH:D009404	C12.777.419.630.643/615008|C13.351.968.419.630.643/615008	AHUS7, INCLUDED|AHUS, SUSCEPTIBILITY TO, 7, INCLUDED|NEPHROTIC SYNDROME, TYPE 7, WITH MEMBRANOPROLIFERATIVE GLOMERULONEPHRITIS  HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 7, INCLUDED|NPHS7	Urogenital disease (female)|Urogenital disease (male)
MESH:C562434	Cerebrooculofacioskeletal Syndrome 1	OMIM:214150	MESH:D003057	C05.116.099.343.250/C562434|C10.574.500.362/C562434|C16.131.077.250/C562434|C16.320.240.562/C562434|C16.320.400.200/C562434|C18.452.284.250/C562434	COFS|COFS1|Cofs Syndrome|Pena-Shokeir Syndrome, Type II	Congenital abnormality|Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease
MESH:C567688	Factor XIII, B Subunit, Deficiency Of	OMIM:613235	MESH:D005177	C15.378.100.100.335/C567688|C15.378.100.141.335/C567688|C15.378.463.335/C567688|C16.320.099.335/C567688		Blood disease|Genetic disease (inborn)
MESH:C567038	Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation	OMIM:604278	MESH:D000141|MESH:D005901|MESH:D008607	C10.597.606.643/C567038|C11.525.381/C567038|C12.777.419.815.093/C567038|C13.351.968.419.815.093/C567038|C16.320.565.861.093/C567038|C18.452.076.176.210/C567038|C18.452.648.861.093/C567038|C23.888.592.604.646/C567038|F03.625.539/C567038	Rta, Proximal, Autosomal Recessive	Eye disease|Genetic disease (inborn)|Mental disorder|Metabolic disease|Nervous system disease|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)
MESH:C537783	Aortic aneurysm, familial thoracic 3		MESH:D017545|MESH:D055947	C05.660.207.532/C537783|C14.907.055.050.362/C537783|C14.907.055.239.125/C537783|C14.907.055.239.587/C537783|C14.907.109.139.125/C537783|C14.907.109.139.587/C537783|C16.131.077.537/C537783|C16.320.510/C537783	Loeys-Dietz Syndrome, Type 2b	Cardiovascular disease|Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease
OMIM:614504	USHER SYNDROME, TYPE IIIB	DO:DOID:0110842	MESH:D052245	C09.218.458.341.186.500.500/614504|C09.218.458.341.887.886/614504|C10.597.751.418.341.186.500.500/614504|C10.597.751.418.341.887.886/614504|C10.597.751.941.162.625.500/614504|C11.768.585.658.500.813/614504|C11.966.075.375.500/614504|C16.131.077.299.500/614504|C16.320.290.684.500/614504|C23.888.592.763.393.341.887.886/614504	USH3B	Congenital abnormality|Ear-nose-throat disease|Eye disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms
MESH:D012598	Sclerosis		MESH:D010335	C23.550.823	Scleroses	Pathology (process)
MESH:D018640	Stomatognathic System Abnormalities		MESH:D000013|MESH:D009057	C07.650|C16.131.850	Abnormalities, Stomatognathic System|Abnormality, Stomatognathic System|Stomatognathic System Abnormality	Congenital abnormality|Mouth disease
MESH:C562942	Aortic Valve, Calcification of		MESH:D001024|MESH:D002114	C14.280.484.150/C562942|C14.280.955.249/C562942|C18.452.174.130/C562942	Aortic Stenosis, Calcific	Cardiovascular disease|Metabolic disease
MESH:D013158	Splenic Diseases	DO:DOID:2529	MESH:D008206	C15.604.744	Disease, Splenic|Diseases, Splenic|Splenic Disease	Lymphatic disease
OMIM:616881	LEUKODYSTROPHY, HYPOMYELINATING, 13	DO:DOID:0060795	MESH:D020279	C10.228.140.163.100.362/616881|C10.228.140.695.625/616881|C10.314.400/616881|C10.574.500.494/616881|C16.320.400.367/616881|C16.320.565.189.362/616881|C18.452.132.100.362/616881|C18.452.648.189.362/616881	HLD13	Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:D020262	Mercury Poisoning, Nervous System		MESH:D008630|MESH:D020260	C10.720.475.600|C25.723.522.875.500	Encephalopathy, Mercury|Inorganic Mercury Poisoning|Mad Hatter Disease|Mad Hatter Diseases|Mad Hatter's Disease|Mad Hatters Disease|Mercurialism, Nervous System|Mercurialism, Neurologic|Mercurial Neuroanesthenia|Mercurial Psychosis|Mercury Encephalopathy|Mercury Induced Nervous System Diseases|Mercury-Induced Nervous System Diseases|Mercury Neurotoxicity Syndrome|Mercury Neurotoxicity Syndromes|Mercury Poisoning, Inorganic|Mercury Poisoning, Neurologic|Mercury Poisoning, Organic|Mercury Psychosis|Minamata Disease|Nervous System Diseases, Mercury Induced|Nervous System Diseases, Mercury-Induced|Nervous System Mercurialism|Nervous System Poisoning, Mercury|Neuroanesthenia, Mercurial|Neurologic Mercurialism|Neurologic Mercury Poisoning|Neurotoxicity Syndrome, Mercury|Neurotoxicity Syndromes, Mercury|Organic Mercury Poisoning|Poisoning, Inorganic Mercury|Poisoning, Mercury, Nervous System|Poisoning, Mercury, Neurologic|Poisoning, Neurologic Mercury|Poisoning, Organic Mercury|Psychosis, Mercurial|Psychosis, Mercury|Syndrome, Mercury Neurotoxicity|Syndromes, Mercury Neurotoxicity|System Mercurialism, Nervous	Nervous system disease|Chemically-Induced Disorders
MESH:D012216	Rheumatic Diseases	DO:DOID:204	MESH:D003240|MESH:D009140	C05.799|C17.300.775	Disease, Rheumatic|Diseases, Rheumatic|Rheumatic Disease|Rheumatism	Connective tissue disease|Musculoskeletal disease
MESH:C564563	Lissencephaly, X-Linked, 2	OMIM:300215	MESH:D014564|MESH:D054221	C10.500.507.450.230/C564563|C10.500.507.450.499.230/C564563|C12.706/C564563|C13.351.875/C564563|C16.131.666.507.450.230/C564563|C16.131.666.507.450.499.230/C564563|C16.131.939/C564563|C16.320.322.500.186/C564563	Hydranencephaly and Abnormal Genitalia|Lissencephaly, X-Linked, with Ambiguous Genitalia|LISX2|XLAG|XLISG  HYDRANENCEPHALY AND ABNORMAL GENITALIA, INCLUDED	Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)
OMIM:614748	INTERSTITIAL LUNG DISEASE, NEPHROTIC SYNDROME, AND EPIDERMOLYSIS BULLOSA, CONGENITAL		MESH:D004820|MESH:D009404|MESH:D017563	C08.381.483/614748|C12.777.419.630.643/614748|C13.351.968.419.630.643/614748|C16.131.831.493/614748|C16.320.850.275/614748|C17.800.804.493/614748|C17.800.827.275/614748|C17.800.865.410/614748	ILNEB	Congenital abnormality|Genetic disease (inborn)|Respiratory tract disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)
MESH:C566431	Retinitis Pigmentosa 36	OMIM:610599	MESH:D012174	C11.270.684/C566431|C11.768.585.658.500/C566431|C16.320.290.684/C566431	RP36	Eye disease|Genetic disease (inborn)
MESH:D006010	Glycogen Storage Disease Type III	DO:DOID:2748|OMIM:232400	MESH:D006008	C16.320.565.202.449.520|C18.452.648.202.449.520	AGL DEFICIENCY|Amylo-1,6-Glucosidase Deficiencies|Amylo 1,6 Glucosidase Deficiency|Amylo-1,6-Glucosidase Deficiency|Cori Disease|Cori's Disease|Coris Disease|Debrancher Deficiencies|Debrancher Deficiencies, Glycogen|Debrancher Deficiency|Debrancher Deficiency, Glycogen|Deficiencies, Amylo-1,6-Glucosidase|Deficiencies, Debrancher|Deficiencies, Glycogen Debrancher|Deficiency, Amylo-1,6-Glucosidase|Deficiency, Debrancher|Deficiency, Glycogen Debrancher|Dextrinoses, Limit|Dextrinosis, Limit|Disease, Cori|Disease, Cori's|Disease, Forbes|Forbes Disease|GDE DEFICIENCY GLYCOGEN STORAGE DISEASE IIIa, INCLUDED|Glycogen Debrancher Deficiencies|Glycogen Debrancher Deficiency|Glycogen Debranching Enzyme Deficiency|Glycogenosis 3|Glycogenosis 3s|Glycogen Storage Disease III|GLYCOGEN STORAGE DISEASE IIIb, INCLUDED|GLYCOGEN STORAGE DISEASE IIIc, INCLUDED|GLYCOGEN STORAGE DISEASE IIId, INCLUDED|Glycogen Storage Disease Type 3|GSD3|GSD IIIa, INCLUDED|GSD IIIb, INCLUDED|GSD IIIc, INCLUDED|GSD IIId, INCLUDED|Limit Dextrinoses|Limit Dextrinosis	Genetic disease (inborn)|Metabolic disease
MESH:D002296	Carcinosarcoma	DO:DOID:4236	MESH:D012509|MESH:D018193	C04.557.435.290|C04.557.450.795.290	Carcinosarcomas	Cancer
MESH:D018322	Angiofibroma		MESH:D009383	C04.557.645.100	Angiofibromas	Cancer
OMIM:613156	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 2	DO:DOID:0050588	MESH:D008607|MESH:D009136	C05.651.534.500/613156|C10.597.606.643/613156|C10.668.491.175.500/613156|C16.320.577/613156|C23.888.592.604.646/613156|F03.625.539/613156	MDDGB2|MUSCULAR DYSTROPHY, CONGENITAL, POMT2-RELATED	Genetic disease (inborn)|Mental disorder|Musculoskeletal disease|Nervous system disease|Signs and symptoms
OMIM:616094	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12	DO:DOID:0050588	MESH:D049288	C05.651.534.500.280/616094|C10.668.491.175.500.149/616094|C16.320.577.280/616094	MDDGC12|MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, POMK-RELATED	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
MESH:C567010	Deafness, Sensorineural, And Male Infertility	OMIM:611102	MESH:D002872|MESH:D006319|MESH:D007248	C09.218.458.341.887/C567010|C10.597.751.418.341.887/C567010|C12.294.365.700/C567010|C23.550.210.050.500.500/C567010|C23.888.592.763.393.341.887/C567010	Chromosome 15q15.3 Deletion Syndrome|Deafness-Infertility Syndrome|DEAFNESS, SENSORINEURAL, AND MALE INFERTILITY|DIS|Sensorineural Deafness and Male Infertility	Ear-nose-throat disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (male)
MESH:D003232	Conjunctivitis, Acute Hemorrhagic	DO:DOID:11227	MESH:D003236|MESH:D004769	C02.325.250.250|C02.782.687.359.201|C11.187.183.240.216|C11.294.800.250.250	Acute Hemorrhagic Conjunctivitides|Acute Hemorrhagic Conjunctivitis|Conjunctivitides, Acute Hemorrhagic|Hemorrhagic Conjunctivitides, Acute|Hemorrhagic Conjunctivitis, Acute	Eye disease|Viral disease
MESH:D045823	Ileus	DO:DOID:8440	MESH:D007415	C06.405.469.531.492		Digestive system disease
MESH:C564680	Inflammatory Bowel Disease 4	OMIM:606675	MESH:D015212	C06.405.205.731/C564680|C06.405.469.432/C564680	IBD4	Digestive system disease
MESH:C562600	Lactase Deficiency, Congenital	OMIM:223000	MESH:D002239	C16.320.565.202/C562600|C18.452.648.202/C562600	Alactasia, Congenital|Disaccharide Intolerance II	Genetic disease (inborn)|Metabolic disease
MESH:C564496	Mental Retardation, X-Linked 82	OMIM:300518	MESH:D038901	C10.597.606.643.455/C564496|C16.320.322.500/C564496|C16.320.400.525/C564496	MRX82	Genetic disease (inborn)|Nervous system disease
MESH:D015529	Choledochal Cyst	DO:DOID:899	MESH:D001649|MESH:D003560|MESH:D004065	C04.182.198|C06.130.120.127|C06.198.184|C16.131.314.184	Bile Duct Cyst|Bile Duct Cysts|Choledochal Cyst, Congenital|Choledochal Cyst, Diverticulum|Choledochal Cyst, Intrahepatic|Choledochal Cyst, Multiple|Choledochal Cysts|Choledochal Cysts, Congenital|Choledochal Cysts, Diverticulum|Choledochal Cysts, Intrahepatic|Choledochal Cysts, Multiple|Choledochal Cyst, Type I|Choledochal Cyst, Type II|Choledochal Cyst, Type III|Choledochal Cyst, Type IV|Choledochal Cyst, Type V|Choledochal Diverticulum|Choledochal Diverticulums|Choledochocele|Choledochoceles|Common Bile Duct Cyst|Congenital Choledochal Cyst|Congenital Choledochal Cysts|Cyst, Bile Duct|Cyst, Choledochal|Cyst, Common Bile Duct|Cyst, Congenital Choledochal|Cyst, Intrahepatic Choledochal|Cyst, Multiple Choledochal|Cysts, Bile Duct|Cysts, Choledochal|Cysts, Common Bile Duct|Cysts, Congenital Choledochal|Cysts, Intrahepatic Choledochal|Cysts, Multiple Choledochal|Diverticulum, Choledochal|Diverticulum Choledochal Cyst|Diverticulum Choledochal Cysts|Diverticulums, Choledochal|Duct Cyst, Bile|Duct Cysts, Bile|Intrahepatic Choledochal Cyst|Intrahepatic Choledochal Cysts|Multiple Choledochal Cyst|Multiple Choledochal Cysts	Cancer|Congenital abnormality|Digestive system disease
MESH:C564019	Diarrhea, Chronic, with Villous Atrophy		MESH:D003967	C23.888.821.214/C564019		Signs and symptoms
MESH:D052120	Glycogen Storage Disease Type IIb	DO:DOID:0050437|OMIM:300257	MESH:D006008|MESH:D009202|MESH:D038901|MESH:D040181	C10.597.606.643.455.562|C14.280.238.458|C16.320.322.201|C16.320.565.202.449.510|C18.452.648.202.449.510	Antopol Disease|Cardiomyopathies, Glycogen Storage|Cardiomyopathy, Glycogen Storage|Danon Disease|Disease, Antopol|Glycogen Storage Cardiomyopathies|Glycogen Storage Cardiomyopathy|Glycogen Storage Disease IIb|Glycogen Storage Disease Limited to the Heart|Glycogen Storage Disease Type 2B|GSD2B, FORMERLY|GSD IIb, FORMERLY|Lysosomal Glycogen Storage Disease with Normal Acid Maltase|Lysosomal Glycogen Storage Disease without Acid Maltase Deficiency|LYSOSOMAL GLYCOGEN STORAGE DISEASE WITHOUT ACID MALTASE DEFICIENCY, FORMERLY|Pseudoglycogenosis 2|Pseudoglycogenosis 2s|Pseudoglycogenosis II|Pseudoglycogenosis IIs|Vacuolar Cardiomyopathy and Myopathy, X linked|Vacuolar Cardiomyopathy and Myopathy, X-linked|X Linked Vacuolar Cardiomyopathy and Myopathy|X-Linked Vacuolar Cardiomyopathy and Myopathy	Cardiovascular disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:C562805	Glycogen Storage Disease IC	OMIM:232240	MESH:D006008	C16.320.565.202.449/C562805|C18.452.648.202.449/C562805	GSD1C|GSD1D, INCLUDED|GSD Ic  GLYCOGEN STORAGE DISEASE Id, INCLUDED	Genetic disease (inborn)|Metabolic disease
MESH:D020144	Basal Ganglia Cerebrovascular Disease	DO:DOID:10991	MESH:D001480|MESH:D002561	C10.228.140.079.127|C10.228.140.300.100|C14.907.253.061	Basal Ganglia Vascular Disease|Cerebrovascular Disease, Basal Ganglia|Lenticulostriate Diseases, Vascular|Lenticulostriate Vascular Disease|Lenticulostriate Vascular Diseases|Lenticulostriate Vasculopathies|Lenticulostriate Vasculopathy|Vascular Disease, Basal Ganglia|Vascular Disease, Lenticulostriate|Vascular Diseases, Basal Ganglia|Vascular Diseases, Lenticulostriate|Vascular Lenticulostriate Diseases|Vasculopathies, Lenticulostriate|Vasculopathy, Lenticulostriate	Cardiovascular disease|Nervous system disease
MESH:D026681	Vitamin B 6 Deficiency	DO:DOID:8455	MESH:D014804	C18.654.521.500.133.699.901	B6 Deficiencies, Vitamin|B6 Deficiency, Vitamin|B6 Vitamin Deficiencies|B6 Vitamin Deficiency|Deficiencies, B6 Vitamin|Deficiencies, Vitamin B6|Deficiency, B6 Vitamin|Deficiency, Pyridoxine|Deficiency, Vitamin B6|Deficiency, Vitamin B 6|Pyridoxine Deficiency|Vitamin B6 Deficiencies|Vitamin B6 Deficiency|Vitamin Deficiencies, B6|Vitamin Deficiency, B6	Nutrition disorder
MESH:C535501	Epiphyseal dysplasia, multiple, 1	OMIM:132400	MESH:D010009	C05.116.099.708/C535501|C16.320.728/C535501	EDM1|EPIPHYSEAL DYSPLASIA, RIBBING TYPE, INCLUDED|Multiple epiphyseal dysplasia, cartilage oligomeric matrix protein related|Multiple epiphyseal dysplasia, COMP-related|MULTIPLE EPIPHYSEAL DYSPLASIA, COMP-RELATED EPIPHYSEAL DYSPLASIA, FAIRBANK TYPE, INCLUDED	Genetic disease (inborn)|Musculoskeletal disease
OMIM:615468	IMMUNODEFICIENCY 12		MESH:D007153	C20.673/615468	IMD12	Immune system disease
MESH:D000067404	Social Communication Disorder		MESH:D003147	F03.625.374.250	Communication Disorder, Pragmatic|Communication Disorder, Social|Communication Disorders, Pragmatic|Communication Disorders, Social|Disorders, Pragmatic Communication|Pragmatic Communication Disorder|Pragmatic Communication Disorders|Social Communication Disorders	Mental disorder
MESH:C537711	Lymphedema, microcephaly and chorioretinopathy syndrome	DO:DOID:0060349	MESH:D008209|MESH:D008831|MESH:D015792|MESH:D019066	C05.660.207.620/C537711|C10.500.507.400.500/C537711|C11.250.666/C537711|C11.270.660/C537711|C11.768.660/C537711|C15.604.496/C537711|C16.131.384.784/C537711|C16.131.621.207.620/C537711|C16.131.666.507.400.500/C537711|C16.320.290.660/C537711|C23.550.291.812/C537711	Chorioretinal dysplasia-microcephaly-mental retardation syndrome|Lymphedema and Retinal Folds with Microcephaly and Microphthalmos|Lymphedema, Microcephaly, Chorioretinopathy Syndrome|Microcephaly lymphedema chorioretinal dysplasia|Microcephaly, Lymphedema, Chorioretinal Dysplasia Syndrome	Congenital abnormality|Eye disease|Genetic disease (inborn)|Lymphatic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)
MESH:C538514	Familial schizencephaly	OMIM:269160	MESH:D054220	C10.500.507/C538514|C16.131.666.507/C538514	SCHIZENCEPHALY	Congenital abnormality|Nervous system disease
OMIM:615048	SPINAL MUSCULAR ATROPHY, JOKELA TYPE		MESH:D009134	C10.228.854.468/615048|C10.574.562.500/615048|C10.668.467.500/615048	SMAJ	Nervous system disease
MESH:D015217	Cholesterol Ester Storage Disease	DO:DOID:14502	MESH:D008064|MESH:D016464	C16.320.565.398.641.201|C16.320.565.595.201|C18.452.584.687.201|C18.452.648.398.641.201|C18.452.648.595.201	Cholesteryl Ester Storage Disease	Genetic disease (inborn)|Metabolic disease
MESH:D014820	Vitiligo	DO:DOID:12306	MESH:D017496	C17.800.621.440.895		Skin disease
MESH:C535494	Epidermolysis bullosa, pretibial	OMIM:131850	MESH:D016108	C16.131.831.493.160/C535494|C16.320.850.275.160/C535494|C17.300.200.367/C535494|C17.800.804.493.160/C535494|C17.800.827.275.160/C535494|C17.800.865.410.160/C535494	DEB, PRETIBIAL|Dystrophic Epidermolysis Bullosa, Pretibial|Epidermolysis Bullosa Dystrophica, Pretibial|EPIDERMOLYSIS BULLOSA, PRETIBIAL|Pretibial epidermolysis bullosa	Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Skin disease
MESH:D013700	Giant Cell Arteritis	DO:DOID:13375	MESH:D001167|MESH:D017445|MESH:D020293	C10.114.875.700|C10.228.140.300.850.500|C14.907.253.946.700|C14.907.940.090.530|C14.907.940.907.700|C17.800.862.252|C20.111.258.962.800	Aortic Arteritis, Giant Cell|Aortitides, Giant Cell|Aortitis, Giant Cell|Arteritides, Cranial|Arteritides, Giant Cell|Arteritides, Juvenile Temporal|Arteritides, Temporal|Arteritis, Cranial|Arteritis, Giant Cell|Arteritis, Giant Cell, Horton|Arteritis, Giant Cell, Horton's|Arteritis, Juvenile Temporal|Arteritis, Temporal|Cranial Arteritides|Cranial Arteritis|Giant Cell Aortic Arteritis|Giant Cell Aortitides|Giant Cell Aortitis|Giant Cell Aortitis, Horton's|Giant Cell Arteritides|Giant Cell Arteritis, Horton|Horton Disease|Horton Giant Cell Arteritis|Horton's Disease|Hortons Disease|Horton's Giant Cell Arteritis|Juvenile Temporal Arteritides|Juvenile Temporal Arteritis|Temporal Arteritides|Temporal Arteritides, Juvenile|Temporal Arteritis|Temporal Arteritis, Juvenile	Cardiovascular disease|Immune system disease|Nervous system disease|Skin disease
MESH:D000386	AIDS-Related Complex		MESH:D012897|MESH:D015658	C02.782.815.616.400.080|C02.800.801.400.080|C02.839.080|C20.673.480.080	AIDS Related Complex|ARC|Complex, AIDS-Related|Lymphadenopathy Syndrome|Lymphadenopathy Syndromes|Syndrome, Lymphadenopathy|Syndromes, Lymphadenopathy	Immune system disease|Viral disease
MESH:D021501	Flank Pain		MESH:D010146	C23.888.592.612.386	Flank Pain, Left|Flank Pain, Right|Flank Pains|Flank Pains, Left|Flank Pains, Right|Left Flank Pain|Left Flank Pains|Pain, Flank|Pain, Left Flank|Pain, Right Flank|Pains, Flank|Pains, Left Flank|Pains, Right Flank|Right Flank Pain|Right Flank Pains	Signs and symptoms
OMIM:108120	ARTHROGRYPOSIS, DISTAL, TYPE 1A	DO:DOID:0050646	MESH:D001176	C05.550.150/108120|C05.651.102/108120|C05.660.077/108120|C16.131.621.077/108120	AMCD1|ARTHROGRYPOSIS, DISTAL, TYPE 1|ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, TYPE I|DA1|DA1A	Congenital abnormality|Musculoskeletal disease
MESH:C562978	Fibromatosis, Congenital Generalized	OMIM:228550|OMIM:615293	MESH:D018224	C04.557.450.565.590.550/C562978	CGF|FIBROMATOSIS, CONGENITAL GENERALIZED|IMF1|IMF2|Myofibromatosis, Infantile|MYOFIBROMATOSIS, INFANTILE, 1|MYOFIBROMATOSIS, INFANTILE, 2|Myofibromatosis, Juvenile	Cancer
